id,type,speaker_or_blank,text,translation_or_blank
EW250,word,,must,deber / tener que
EW251,word,,sign,firmar
EW252,word,,bookstore,librería
EW253,word,,easy,fácil
EW254,word,,beginner,principiante
EW255,word,,better,mejor
EW256,word,,short story,cuento corto
EW257,word,,look for,buscar
EW258,word,,size,talla
EW259,word,,medium,mediana
EW260,word,,how much,cuánto
EW261,word,,clothes,ropa
EW262,word,,cinema,cine
EW263,word,,comedy,comedia
EW264,word,,start,empezar
EW265,word,,ticket,boleto
EW266,word,,each,cada uno
EW267,word,,seven thirty,siete treinta
EW268,word,,birthday,cumpleaños
EW269,word,,seventeen,diecisiete
EW270,word,,gift,regalo
EW271,word,,all of us,todos nosotros
EW272,word,,happy,feliz
EW273,word,,now,ahora
EW274,word,,phone call,llamada
EW275,word,,what's up,qué pasa
EW276,word,,twenty,veinte
EW277,word,,twenty-five,veinticinco
EW278,word,,write down,anotar
EW279,word,,museum,museo
EW280,word,,leave,salir
EW281,word,,bring,traer
EW282,word,,think,pensar
EW283,word,,fun,divertido
EW284,word,,will,auxiliar de futuro
EW285,word,,was / were,era / estaba / fue
EW286,word,,dinosaur,dinosaurio
EW287,word,,amazing,increíble
EW288,word,,old,antiguo
EW289,word,,interesting,interesante
EW290,word,,great,genial
EW291,word,,yesterday,ayer
EW292,word,,studied,estudié
EW293,word,,watched,vi
EW294,word,,finished,terminé
EW295,word,,played,jugué
EW296,word,,had,tuve / tuvimos
