id,type,speaker_or_blank,text,translation_or_blank
BRW218,word,,that's wild,qué locura
BRW219,word,,crazy,loco/increíble
BRW220,word,,unreal,irreal
BRW221,word,,entire,completo
BRW222,word,,twice,dos veces
BRW223,word,,whole thing,todo el asunto
BRW224,word,,IYKYK,"if you know, you know"
BRW225,word,,joke,broma
BRW226,word,,shared knowledge,conocimiento compartido
BRW227,word,,make sense,tener sentido
BRW228,word,,everywhere,en todas partes
BRW229,word,,POV,point of view/punto de vista
BRW230,word,,viewer,espectador
BRW231,word,,imagine,imaginar
BRW232,word,,situation,situación
BRW233,word,,format,formato
BRW234,word,,again,otra vez
BRW235,word,,not gonna lie,la verdad/no voy a mentir
BRW236,word,,NGL,not gonna lie
BRW237,word,,short for,abreviatura de
BRW238,word,,formal writing,escritura formal
BRW239,word,,casual,casual
BRW240,word,,same,igual/yo también
BRW241,word,,relatable,con lo que te identificas
BRW242,word,,literally,literalmente
BRW243,word,,complete response,respuesta completa
BRW244,word,,you got this,tú puedes
BRW245,word,,go for it,hazlo/atrévete
BRW246,word,,keep going,sigue adelante
BRW247,word,,go wrong,salir mal
BRW248,word,,support,apoyar
BRW249,word,,make a mistake,cometer un error
BRW250,word,,at first,al principio
BRW251,word,,translate,traducir
BRW252,word,,whole phrase,frase completa
BRW253,word,,feel natural,sentirse natural
BRW254,word,,many times,muchas veces
BRW255,word,,real conversation,conversación real
