id,type,speaker_or_blank,text,translation_or_blank
E2W103,word,,online,en línea
E2W104,word,,website,sitio web
E2W105,word,,several,varios/as
E2W106,word,,confirmation,confirmación
E2W107,word,,ship,enviar
E2W108,word,,package,paquete
E2W109,word,,excited,emocionado/a
E2W110,word,,expected,esperado
E2W111,word,,surprising,sorprendente
E2W112,word,,surprised,sorprendido/a
E2W113,word,,darker,más oscuro
E2W114,word,,disappointing,decepcionante
E2W115,word,,wash,lavar
E2W116,word,,onion,cebolla
E2W117,word,,cut,cortar
E2W118,word,,boil,hervir
E2W119,word,,add,agregar
E2W120,word,,salt,sal
E2W121,word,,flour,harina
E2W122,word,,cup,taza
E2W123,word,,half,mitad
E2W124,word,,butter,mantequilla
E2W125,word,,amount,cantidad
E2W126,word,,recipe,receta
E2W127,word,,healthy,saludable
E2W128,word,,should,debería
E2W129,word,,shouldn't,no debería
E2W130,word,,sugary,azucarado/a
E2W131,word,,regularly,regularmente
E2W132,word,,improve,mejorar
E2W133,word,,doctor's office,consultorio
E2W134,word,,have to,tener que
E2W135,word,,twice a day,dos veces al día
E2W136,word,,stay in bed,quedarse en cama
E2W137,word,,avoid,evitar
E2W138,word,,exercise,ejercicio
E2W139,word,,must,deber
E2W140,word,,mustn't,no deber
E2W141,word,,memorize,memorizar
E2W142,word,,main idea,idea principal
E2W143,word,,calculator,calculadora
E2W144,word,,chapter,capítulo
E2W145,word,,harder,más difícil
E2W146,word,,answered,respondí
E2W147,word,,easily,fácilmente
E2W148,word,,slowly,lentamente
E2W149,word,,extremely,extremadamente
E2W150,word,,result,resultado
E2W151,word,,win,ganar
E2W152,word,,lose,perder
E2W153,word,,experience,experiencia
E2W154,word,,practice,practicar
E2W155,word,,section,sección
E2W156,word,,indoors,adentro
E2W157,word,,continue,continuar
E2W158,word,,space,espacio
E2W159,word,,outside,afuera
E2W160,word,,sunny,soleado
E2W161,word,,talent show,show de talentos
E2W162,word,,perform,presentarse
E2W163,word,,stage,escenario
E2W164,word,,advertise,anunciar
E2W165,word,,post online,publicar en línea
E2W166,word,,successful,exitoso
E2W167,word,,audience,público
E2W168,word,,deep breath,respiración profunda
E2W169,word,,ready,listo/a
E2W170,word,,nervous,nervioso/a
E2W171,word,,performance,presentación
E2W172,word,,judge,juez
E2W173,word,,announce,anunciar
E2W174,word,,winner,ganador/a
E2W175,word,,second place,segundo lugar
E2W176,word,,amazing,increíble
E2W177,word,,trip,viaje
E2W178,word,,leave early,salir temprano
E2W179,word,,drive us,llevarnos
E2W180,word,,stay,hospedarse
E2W181,word,,cabin,cabaña
E2W182,word,,bring,llevar
E2W183,word,,pack,empacar
E2W184,word,,warm clothes,ropa abrigadora
E2W185,word,,might,podría
E2W186,word,,hiking boots,botas de senderismo
E2W187,word,,muddy,lodoso/a
E2W188,word,,flashlight,linterna
E2W189,word,,downstairs,abajo
E2W190,word,,upstairs,arriba
E2W191,word,,fireplace,chimenea
E2W192,word,,living room,sala
E2W193,word,,blanket,cobija
E2W194,word,,closet,armario
E2W195,word,,forest,bosque
E2W196,word,,trail,sendero
E2W197,word,,strange sound,sonido extraño
E2W198,word,,branch,rama
E2W199,word,,return,regresar
E2W200,word,,safest,más seguro
E2W201,word,,power goes out,se va la luz
E2W202,word,,storm,tormenta
E2W203,word,,at the time,en ese momento
E2W204,word,,keep closed,mantener cerrado
E2W205,word,,power came back,regresó la luz
E2W206,word,,hour,hora
E2W207,word,,quieter,más tranquilo
E2W208,word,,convenient,conveniente
E2W209,word,,less comfortable,menos cómodo
E2W210,word,,cleaner,más limpio
E2W211,word,,slept better,dormí mejor
E2W212,word,,missed,extrañé
E2W213,word,,part-time job,trabajo de medio tiempo
E2W214,word,,résumé,currículum
E2W215,word,,prepare,preparar
E2W216,word,,work in,trabajar en
E2W217,word,,look for,buscar
E2W218,word,,skill,habilidad
E2W219,word,,be good at,ser bueno en
E2W220,word,,responsible,responsable
E2W221,word,,on time,puntual
E2W222,word,,include,incluir
E2W223,word,,activity,actividad
E2W224,word,,interview,entrevista
E2W225,word,,manager,gerente
E2W226,word,,customer,cliente
E2W227,word,,school event,evento escolar
E2W228,word,,start,empezar
E2W229,word,,next Saturday,el próximo sábado
E2W230,word,,arrive early,llegar temprano
E2W231,word,,front table,mesa de adelante
E2W232,word,,cash register,caja registradora
E2W233,word,,teach,enseñar
E2W234,word,,ask for help,pedir ayuda
E2W235,word,,first day,primer día
E2W236,word,,could you tell me,podrías decirme
E2W237,word,,second floor,segundo piso
E2W238,word,,available,disponible
E2W239,word,,let me check,déjeme revisar
E2W240,word,,copy,copia
E2W241,word,,left,restante
E2W242,word,,damaged,dañado/a
E2W243,word,,exchange,cambiar
E2W244,word,,receipt,recibo
E2W245,word,,store credit,crédito de tienda
E2W246,word,,instead,en su lugar
E2W247,word,,apologize,disculparse
E2W248,word,,save money,ahorrar dinero
E2W249,word,,pay,pago
E2W250,word,,monthly,mensual
E2W251,word,,budget,presupuesto
E2W252,word,,checking account,cuenta corriente
E2W253,word,,savings account,cuenta de ahorros
E2W254,word,,deposit,depositar
E2W255,word,,debit card,tarjeta de débito
E2W256,word,,balance,saldo
E2W257,word,,online banking,banca en línea
E2W258,word,,decision,decisión
E2W259,word,,if I were you,si yo fuera tú
E2W260,word,,would,haría
E2W261,word,,probably,probablemente
E2W262,word,,schedule,horario
E2W263,word,,both,ambos
E2W264,word,,culture,cultura
E2W265,word,,surf,surfear
E2W266,word,,around Europe,por Europa
E2W267,word,,several countries,varios países
E2W268,word,,exchange program,programa de intercambio
E2W269,word,,may,puede que
E2W270,word,,participate,participar
E2W271,word,,selected,seleccionado
E2W272,word,,apply,solicitar
E2W273,word,,application,solicitud
E2W274,word,,independent,independiente
E2W275,word,,mention,mencionar
E2W276,word,,draft,borrador
E2W277,word,,submit,entregar
E2W278,word,,posted,publicado
E2W279,word,,accepted,aceptado
E2W280,word,,deserve,merecer
E2W281,word,,worked hard,trabajó duro
E2W282,word,,look back,recordar
E2W283,word,,confidence,confianza
E2W284,word,,become,volverse
E2W285,word,,improved,mejorado
E2W286,word,,memory,recuerdo
E2W287,word,,changed,cambiado
