id,lesson,type,speaker_or_blank,text,translation_or_blank,text_tts
L19_03,19,phrase,어둠,확인 버튼을 눌렀다.,Pulsaste el botón de confirmar.,확인 버튼을 눌렀다.
L19_04,19,phrase,사울,글자가 너무 작았어요.,La letra era demasiado pequeña.,글자가 너무 작았어요.
L19_05,19,phrase,지도리,"사울 씨, 필요한 도구를 선택해주세요!","¡Saúl, elija la herramienta necesaria!","사울 씨, 필요한 도구를 선택해주세요!"
L19_06,19,phrase,토순,꽃과 나무가 길을 만들 거예요.,Las flores y los árboles abrirán el camino.,꽃과 나무가 길을 만들 거예요.
L19_07,19,phrase,파덕,저는 물고기로 주의를 끌게요.,Yo lo distraeré con un pez.,저는 물고기로 주의를 끌게요.
L19_08,19,phrase,사부,나는 마음의 균형으로 문을 막겠다.,Yo bloquearé la puerta con equilibrio interior.,나는 마음의 균형으로 문을 막겠다.
L19_09,19,phrase,사울,이번에는 제가 선택할게요. 모두 함께 가요!,Esta vez yo elegiré. ¡Vamos todos juntos!,이번에는 제가 선택할게요. 모두 함께 가요!
L19_10,19,phrase,어둠,왜 아무도 대출금을 무서워하지 않는가!,¡¿Por qué nadie teme a las deudas?!,왜 아무도 대출금을 무서워하지 않는가!
L20_01,20,phrase,사울,문이 열리고 있어요. 빛이 지도 모양으로 변해요.,La puerta se está abriendo. La luz cambia a forma de mapa.,문이 열리고 있어요. 빛이 지도 모양으로 변해요.
L20_02,20,phrase,파란 영웅,처음에는 누구나 아무것도 모른다.,Al principio nadie sabe nada.,처음에는 누구나 아무것도 모른다.
L20_03,20,phrase,사울,당신이 파란 영웅이에요?,¿Usted es el héroe azul?,당신이 파란 영웅이에요?
L20_04,20,phrase,파란 영웅,나는 기록일 뿐이다. 이제 섬을 선택하는 사람은 너다.,Solo soy un registro. Ahora tú eres quien elige la isla.,나는 기록일 뿐이다. 이제 섬을 선택하는 사람은 너다.
L20_05,20,phrase,토순,광장과 집을 다시 꾸며요.,Decoremos de nuevo la plaza y las casas.,광장과 집을 다시 꾸며요.
L20_06,20,phrase,지도리,다리와 상점도 문제없습니다.,El puente y la tienda están bien.,다리와 상점도 문제없습니다.
L20_07,20,phrase,파덕,박물관의 물고기도 모두 안전해요.,Los peces del museo también están a salvo.,박물관의 물고기도 모두 안전해요.
L20_08,20,phrase,관장,곤충도요… 유감이지만요.,También los insectos… por desgracia.,곤충도요… 유감이지만요.
L20_09,20,phrase,사울,처음에는 말도 거의 못 했지만 지금은 물어보고 대답할 수 있어요.,"Al principio casi no podía hablar, pero ahora puedo preguntar y responder.",처음에는 말도 거의 못 했지만 지금은 물어보고 대답할 수 있어요.
L20_10,20,phrase,모두,La isla del comienzo에 오신 것을 환영합니다!,¡Bienvenido a La isla del comienzo!,La isla del comienzo에 오신 것을 환영합니다!
A001,1,word,Narrador,안녕하세요,Hola,안녕하세요
A002,1,word,Narrador,찾아주셔서 감사합니다,Gracias por venir / visitarnos,찾아주셔서 감사합니다
A003,1,word,Narrador,감사합니다,Gracias,감사합니다
A004,1,word,Narrador,무인도,Isla desierta / deshabitada,무인도
A005,1,word,Narrador,이주,Mudanza / traslado de residencia,이주
A006,1,word,Narrador,이주 패키지,Paquete de mudanza,이주 패키지
A007,1,word,Narrador,여기는 ~입니다,Este lugar es ~ / Aquí es ~,여기는 ~입니다
A008,1,word,Narrador,체크인 카운터,Mostrador de check-in,체크인 카운터
A009,1,word,Narrador,저희,Nosotros / nuestro (humilde),저희
A010,1,word,Narrador,가이드,Guía,가이드
A011,1,word,Narrador,담당하다,Encargarse de / estar a cargo de,담당하다
A012,1,word,Narrador,담당하고 있다,Estar encargado de,담당하고 있다
A013,1,word,Narrador,함께,Juntos / junto con,함께
A014,1,word,Narrador,섬,Isla,섬
A015,1,word,Narrador,편하게,Cómodamente,편하게
A016,1,word,Narrador,생활하다,Vivir / hacer vida cotidiana,생활하다
A017,2,word,Narrador,도움,Ayuda,도움
A018,2,word,Narrador,도움을 드리다,Brindar ayuda,도움을 드리다
A019,2,word,Narrador,예정이다,Estar previsto / tener planeado,예정이다
A020,2,word,Narrador,잘 부탁드립니다,Cuento con usted / espero que nos llevemos bien,잘 부탁드립니다
A021,2,word,Narrador,그럼,Entonces / en ese caso,그럼
A022,2,word,Narrador,바로,Directamente / de inmediato,바로
A023,2,word,Narrador,본론,Tema principal / asunto,본론
A024,2,word,Narrador,본론으로 들어가다,Ir al grano / entrar al tema principal,본론으로 들어가다
A025,2,word,Narrador,지금부터,A partir de ahora,지금부터
A026,2,word,Narrador,준비,Preparación / preparativos,준비
A027,2,word,Narrador,~기 위한,Para hacer ~ / destinado a ~,~기 위한
A028,2,word,Narrador,진행하다,Proceder / llevar a cabo,진행하다
A029,2,word,Narrador,우선,Primero / antes que nada,우선
A030,2,word,Narrador,신청,Solicitud / inscripción,신청
A031,2,word,Narrador,확인하다,Verificar / comprobar,확인하다
A032,2,word,Narrador,확인해야 해요,Tengo que verificarlo,확인해야 해요
A033,3,word,Narrador,처음,Primera vez / por primera vez,처음
A034,3,word,Narrador,이용하다,Utilizar / hacer uso de,이용하다
A035,3,word,Narrador,처음 이용하시는 건가요?,¿Es la primera vez que lo utiliza?,처음 이용하시는 건가요?
A036,3,word,Narrador,성함,Nombre (honorífico),성함
A037,3,word,Narrador,생일,Cumpleaños / fecha de nacimiento,생일
A038,3,word,Narrador,~을/를 위해서,Para / con el fin de ~,~을/를 위해서
A039,3,word,Narrador,알려주다,Decir / informar / hacer saber,알려주다
A040,3,word,Narrador,알려주시겠어요?,¿Podría decírmelo?,알려주시겠어요?
A041,3,word,Narrador,이름,Nombre,이름
A042,3,word,Narrador,한글,Hangul / escritura coreana,한글
A043,3,word,Narrador,영문,Alfabeto latino / letras inglesas,영문
A044,3,word,Narrador,기호,Símbolos,기호
A045,3,word,Narrador,공백,Espacio,공백
A046,3,word,Narrador,확정,Confirmar / aceptar,확정
A047,3,word,Narrador,개행,Salto de línea,개행
A048,3,word,Narrador,변경하다,Cambiar / modificar,변경하다
A049,4,word,Narrador,맞으신가요?,¿Es correcto? / ¿Es usted...?,맞으신가요?
A050,4,word,Narrador,다시,Otra vez,다시
A051,4,word,Narrador,생각하다,Pensar,생각하다
A052,4,word,Narrador,다시 생각할래,Quiero pensarlo otra vez,다시 생각할래
A053,4,word,Narrador,확인됐습니다,Quedó confirmado / verificado,확인됐습니다
A054,4,word,Narrador,사진을 찍다,Tomar una foto,사진을 찍다
A055,4,word,Narrador,찍을게요,La tomaré / voy a tomarla,찍을게요
A056,4,word,Narrador,걱정하지 마세요,No se preocupe,걱정하지 마세요
A057,4,word,Narrador,기회,Oportunidad,기회
A058,4,word,Narrador,원하다,Querer / desear,원하다
A059,4,word,Narrador,모습,Apariencia / aspecto,모습
A060,4,word,Narrador,변신하다,Transformarse / cambiar de apariencia,변신하다
A061,4,word,Narrador,마음껏,Todo lo que quieras / libremente,마음껏
A062,4,word,Narrador,꾸미다,Decorar / arreglar / personalizar,꾸미다
A063,4,word,Narrador,피부,Piel,피부
A064,4,word,Narrador,색,Color,색
A065,5,word,Narrador,피부색,Color / tono de piel,피부색
A066,5,word,Narrador,볼,Mejilla / cachete,볼
A067,5,word,Narrador,이제,Ahora / a partir de ahora,이제
A068,5,word,Narrador,상담,Consulta / asesoramiento,상담
A069,5,word,Narrador,~을/를 통해,A través de / mediante ~,~을/를 통해
A070,5,word,Narrador,정하다,Decidir / determinar,정하다
A071,5,word,Narrador,~려고 하다,Tener intención de hacer ~,~려고 하다
A072,5,word,Narrador,~게 되다,Llegar a / terminar haciendo ~,~게 되다
A073,5,word,Narrador,사계절,Las cuatro estaciones,사계절
A074,5,word,Narrador,뚜렷하다,Ser claro / marcado / definido,뚜렷하다
A075,5,word,Narrador,환경,Entorno / ambiente,환경
A076,5,word,Narrador,계절,Estación del año,계절
A077,5,word,Narrador,변화,Cambio,변화
A078,5,word,Narrador,만끽하다,Disfrutar plenamente,만끽하다
A079,5,word,Narrador,특징,Característica,특징
A080,5,word,Narrador,따라서,Por lo tanto / por eso,따라서
A081,6,word,Narrador,흐름,Flujo / transcurso,흐름
A082,6,word,Narrador,정반대,Completamente opuesto,정반대
A083,6,word,Narrador,북반구,Hemisferio norte,북반구
A084,6,word,Narrador,남반구,Hemisferio sur,남반구
A085,6,word,Narrador,지역,Región / zona,지역
A086,6,word,Narrador,새로운 생활,Nueva vida,새로운 생활
A087,6,word,Narrador,순조롭게,Sin problemas / de manera fluida,순조롭게
A088,6,word,Narrador,적응하다,Adaptarse,적응하다
A089,6,word,Narrador,비슷하다,Ser parecido / similar,비슷하다
A090,6,word,Narrador,기후,Clima,기후
A091,6,word,Narrador,추천하다,Recomendar,추천하다
A092,6,word,Narrador,참고로,Como referencia / por cierto,참고로
A093,6,word,Narrador,지금,Ahora,지금
A094,6,word,Narrador,사는 곳,Lugar donde vive,사는 곳
A095,6,word,Narrador,어디인가요?,¿Dónde es? / ¿Dónde está?,어디인가요?
A096,6,word,Narrador,한국,Corea,한국
A097,7,word,Narrador,해외,Extranjero / fuera del país,해외
A098,7,word,Narrador,대략적으로만,Solo aproximadamente / a grandes rasgos,대략적으로만
A099,7,word,Narrador,어느 쪽,Cuál lado / cuál de los dos,어느 쪽
A100,7,word,Narrador,여쭤봐도 될까요?,¿Puedo preguntarle?,여쭤봐도 될까요?
A101,7,word,Narrador,아시아,Asia,아시아
A102,7,word,Narrador,북미,Norteamérica,북미
A103,7,word,Narrador,유럽,Europa,유럽
A104,7,word,Narrador,다른 곳,Otro lugar,다른 곳
A105,7,word,Narrador,~는 줄 알았어요,Pensé que ~,~는 줄 알았어요
A106,7,word,Narrador,한국에 사시는 줄 알았어요,Pensé que vivía en Corea,한국에 사시는 줄 알았어요
A107,7,word,Narrador,어쨌든,De todos modos / en fin,어쨌든
A108,7,word,Narrador,그러시다면,Si es así / si ese es el caso,그러시다면
A109,7,word,Narrador,어떠신가요?,¿Qué le parece?,어떠신가요?
A110,7,word,Narrador,잘 모르겠어,No lo sé bien / no estoy seguro,잘 모르겠어
A111,7,word,Narrador,알겠습니다,Entendido / de acuerdo,알겠습니다
A112,7,word,Narrador,~중에서,De entre ~,~중에서
A113,8,word,Narrador,실제로,Realmente / en la práctica,실제로
A114,8,word,Narrador,선택하다,Elegir / seleccionar,선택하다
A115,8,word,Narrador,선택해볼까요?,¿Elegimos? / ¿Probamos a elegir?,선택해볼까요?
A116,8,word,Narrador,몇 군데,Varios lugares / unos cuantos sitios,몇 군데
A117,8,word,Narrador,지도,Mapa,지도
A118,8,word,Narrador,이주하고 싶은 곳,El lugar al que quiero mudarme,이주하고 싶은 곳
A119,8,word,Narrador,선택해주세요,"Por favor, elija",선택해주세요
A120,8,word,Narrador,아무것도 없습니다,No hay nada,아무것도 없습니다
A121,8,word,Narrador,거주,Residencia / vivir,거주
A122,8,word,Narrador,편리성,Comodidad / conveniencia,편리성
A123,8,word,Narrador,차이,Diferencia,차이
A124,8,word,Narrador,지형,Terreno / topografía,지형
A125,8,word,Narrador,느낌,Sensación / impresión,느낌
A126,8,word,Narrador,문제없습니다,No hay problema,문제없습니다
A127,8,word,Narrador,마음에 들다,Gustar / agradar,마음에 들다
A128,8,word,Narrador,이거 마음에 들어요,Me gusta esto,이거 마음에 들어요
A129,9,word,Narrador,골라주세요,"Por favor, elija",골라주세요
A130,9,word,Narrador,드디어,Por fin / finalmente,드디어
A131,9,word,Narrador,무대,Escenario / ámbito,무대
A132,9,word,Narrador,정해졌네요,Ya quedó decidido,정해졌네요
A133,9,word,Narrador,마지막으로,Por último / finalmente,마지막으로
A134,9,word,Narrador,하나만 더,Solo uno más,하나만 더
A135,9,word,Narrador,만약,Si / suponiendo que,만약
A136,9,word,Narrador,물건,Objeto / cosa,물건
A137,9,word,Narrador,가져가다,Llevarse / llevar consigo,가져가다
A138,9,word,Narrador,가져갈 수 있다면,Si pudiera llevar,가져갈 수 있다면
A139,9,word,Narrador,무엇을 고르시겠어요?,¿Qué elegiría?,무엇을 고르시겠어요?
A140,9,word,Narrador,침낭,Saco de dormir,침낭
A141,9,word,Narrador,전등,Lámpara / luz / linterna,전등
A142,9,word,Narrador,음식,Comida,음식
A143,9,word,Narrador,오락거리,Entretenimiento / algo para entretenerse,오락거리
A144,9,word,Narrador,죄송해요,Lo siento / disculpe,죄송해요
A145,10,word,Narrador,생각나다,Venir a la mente / recordar,생각나다
A146,10,word,Narrador,그냥,Simplemente / solo,그냥
A147,10,word,Narrador,전세기,Avión / vuelo chárter,전세기
A148,10,word,Narrador,탑승,Embarque / subir a un vehículo,탑승
A149,10,word,Narrador,수속,Trámites / procedimiento,수속
A150,10,word,Narrador,탑승 수속,Proceso de embarque / check-in,탑승 수속
A151,10,word,Narrador,시작하다,Comenzar,시작하다
A152,10,word,Narrador,승객,Pasajero,승객
A153,10,word,Narrador,여러분,Todos ustedes,여러분
A154,10,word,Narrador,탑승구,Puerta de embarque,탑승구
A155,10,word,Narrador,~주시기 바랍니다,Por favor / se ruega que ~,~주시기 바랍니다
A156,10,word,Narrador,마침,Justo / precisamente,마침
A157,10,word,Narrador,비행기,Avión,비행기
A158,10,word,Narrador,이륙,Despegue,이륙
A159,10,word,Narrador,착륙,Aterrizaje,착륙
A160,10,word,Narrador,끝나다,Terminar / acabarse,끝나다
A161,11,word,Narrador,~나 봐요,Parece que ~,~나 봐요
A162,11,word,Narrador,출발하다,Partir / salir,출발하다
A163,11,word,Narrador,출발할까요?,¿Partimos? / ¿Nos vamos?,출발할까요?
A164,11,word,Narrador,진심으로 감사합니다,Muchas gracias de corazón / sinceramente,진심으로 감사합니다
A165,11,word,Narrador,비행 중,Durante el vuelo,비행 중
A166,11,word,Narrador,~에 대한,Sobre / acerca de ~,~에 대한
A167,11,word,Narrador,영상,Video / imagen audiovisual,영상
A168,11,word,Narrador,편안하다,Estar cómodo / relajado,편안하다
A169,11,word,Narrador,시간을 보내다,Pasar el tiempo,시간을 보내다
A170,11,word,Narrador,고생 많으셨습니다,Ha hecho un gran esfuerzo / buen trabajo,고생 많으셨습니다
A171,11,word,Narrador,고생했어요,Buen trabajo / te esforzaste mucho,고생했어요
A172,11,word,Narrador,쉬다,Descansar,쉬다
A173,11,word,Narrador,마음은 굴뚝같다,Tener muchísimas ganas de hacer algo,마음은 굴뚝같다
A174,11,word,Narrador,~에 대해서,Sobre / acerca de ~,~에 대해서
A175,11,word,Narrador,근처,Cerca / alrededores,근처
A176,11,word,Narrador,이 근처,Por aquí / cerca de aquí,이 근처
A177,12,word,Narrador,광장,Plaza,광장
A178,12,word,Narrador,사장님,Jefe / dueño / presidente de empresa,사장님
A179,12,word,Narrador,기다리다,Esperar,기다리다
A180,12,word,Narrador,기다리고 있어요,Estoy esperando,기다리고 있어요
A181,12,word,Narrador,지금 바로,Ahora mismo / inmediatamente,지금 바로
A182,12,word,Narrador,거기까지,Hasta allí,거기까지
A183,12,word,Narrador,이동하다,Desplazarse / moverse,이동하다
A184,12,word,Narrador,안내하다,Guiar / orientar,안내하다
A185,12,word,Narrador,따라오세요,Sígame / venga conmigo,따라오세요
A186,12,word,Narrador,저장하다,Guardar / salvar,저장하다
A187,12,word,Narrador,저장할 수 없어요,No se puede guardar,저장할 수 없어요
A188,12,word,Narrador,아직은 저장할 수 없나 봐,Parece que todavía no se puede guardar,아직은 저장할 수 없나 봐
A189,12,word,Narrador,줍다,Recoger,줍다
A190,12,word,Narrador,놓다,Poner / dejar,놓다
A191,12,word,Narrador,버리다,Tirar / desechar,버리다
A192,12,word,Narrador,흔들다,Sacudir,흔들다
A193,13,word,Narrador,심다,Plantar,심다
A194,13,word,Narrador,캐다,Extraer / cavar / recolectar del suelo,캐다
A195,13,word,Narrador,파다,Cavar,파다
A196,13,word,Narrador,잡다,Atrapar / agarrar,잡다
A197,13,word,Narrador,낚다,Pescar,낚다
A198,13,word,Narrador,만들다,Hacer / fabricar,만들다
A199,13,word,Narrador,사용하다,Usar,사용하다
A200,13,word,Narrador,구입하다,Comprar,구입하다
A201,13,word,Narrador,판매하다,Vender,판매하다
A202,13,word,Narrador,교환하다,Intercambiar / canjear,교환하다
A203,13,word,Narrador,기부하다,Donar,기부하다
A204,13,word,Narrador,모으다,Reunir / juntar,모으다
A205,13,word,Narrador,배치하다,Colocar / disponer,배치하다
A206,13,word,Narrador,초대하다,Invitar,초대하다
A207,13,word,Narrador,나무,Árbol,나무
A208,13,word,Narrador,꽃,Flor,꽃
A209,14,word,Narrador,과일,Fruta,과일
A210,14,word,Narrador,복숭아,Durazno / melocotón,복숭아
A211,14,word,Narrador,나뭇가지,Rama de árbol,나뭇가지
A212,14,word,Narrador,돌,Piedra,돌
A213,14,word,Narrador,바위,Roca,바위
A214,14,word,Narrador,잡초,Maleza / hierba mala,잡초
A215,14,word,Narrador,목재,Madera,목재
A216,14,word,Narrador,단단한 목재,Madera dura,단단한 목재
A217,14,word,Narrador,부드러운 목재,Madera blanda,부드러운 목재
A218,14,word,Narrador,철광석,Mineral de hierro,철광석
A219,14,word,Narrador,점토,Arcilla,점토
A220,14,word,Narrador,물고기,Pez,물고기
A221,14,word,Narrador,곤충,Insecto,곤충
A222,14,word,Narrador,조개,Concha / molusco,조개
A223,14,word,Narrador,화석,Fósil,화석
A224,14,word,Narrador,도구,Herramienta,도구
A225,15,word,Narrador,도끼,Hacha,도끼
A226,15,word,Narrador,삽,Pala,삽
A227,15,word,Narrador,낚싯대,Caña de pescar,낚싯대
A228,15,word,Narrador,잠자리채,Red para insectos,잠자리채
A229,15,word,Narrador,물뿌리개,Regadera,물뿌리개
A230,15,word,Narrador,새총,Tirachinas,새총
A231,15,word,Narrador,사다리,Escalera,사다리
A232,15,word,Narrador,장대,Pértiga,장대
A233,15,word,Narrador,안내소,Centro de servicios / oficina de información,안내소
A234,15,word,Narrador,너굴 마일,Millas Nook,너굴 마일
A235,15,word,Narrador,마일리지,Millas / puntos acumulados,마일리지
A236,15,word,Narrador,레시피,Receta,레시피
A237,15,word,Narrador,DIY 레시피,Receta de bricolaje / fabricación,DIY 레시피
A238,15,word,Narrador,가구,Mueble,가구
A239,15,word,Narrador,상점,Tienda,상점
A240,15,word,Narrador,너굴 상점,Tienda Nook,너굴 상점
A241,16,word,Narrador,박물관,Museo,박물관
A242,16,word,Narrador,집,Casa,집
A243,16,word,Narrador,텐트,Tienda de campaña,텐트
A244,16,word,Narrador,대출금,Deuda / préstamo pendiente,대출금
A245,16,word,Narrador,주머니,Bolsillo,주머니
A246,16,word,Narrador,소지품,Pertenencias / inventario,소지품
A247,16,word,Narrador,재료,Material / materiales,재료
A248,16,word,Narrador,필요하다,Ser necesario / necesitar,필요하다
A249,16,word,Narrador,가져오다,Traer,가져오다
A250,16,word,Narrador,주다,Dar,주다
A251,16,word,Narrador,받다,Recibir,받다
A252,16,word,Narrador,열다,Abrir,열다
A253,16,word,Narrador,닫다,Cerrar,닫다
A254,16,word,Narrador,삭제하다,Eliminar / borrar,삭제하다
A255,16,word,Narrador,보관하다,Guardar / almacenar,보관하다
A256,16,word,Narrador,주문하다,Pedir / hacer un pedido,주문하다
A257,17,word,Narrador,목록,Lista,목록
A258,17,word,Narrador,결정하다,Decidir,결정하다
A259,17,word,Narrador,취소하다,Cancelar,취소하다
A260,17,word,Narrador,수리하다,Reparar,수리하다
A261,17,word,Narrador,설치하다,Instalar / colocar,설치하다
A262,17,word,Narrador,옮기다,Mover / trasladar,옮기다
A263,17,word,Narrador,말하다,Hablar / decir,말하다
A264,17,word,Narrador,대화하다,Conversar,대화하다
A265,17,word,Narrador,친구,Amigo,친구
A266,17,word,Narrador,주민,Residente / vecino,주민
A267,17,word,Narrador,이웃,Vecino,이웃
A268,17,word,Narrador,섬 생활,Vida en la isla,섬 생활
A269,17,word,Narrador,캠프파이어,Fogata,캠프파이어
A270,17,word,Narrador,해변,Playa,해변
A271,17,word,Narrador,강,Río,강
A272,17,word,Narrador,연못,Estanque,연못
A273,18,word,Narrador,절벽,Acantilado,절벽
A274,18,word,Narrador,다리,Puente,다리
A275,18,word,Narrador,공항,Aeropuerto,공항
A276,18,word,Narrador,비행장,Aeródromo / aeropuerto,비행장
A277,18,word,Narrador,벨,Bayas / Bells (moneda),벨
A278,18,word,Narrador,마일,Millas,마일
A279,18,word,Narrador,가격,Precio,가격
A280,18,word,Narrador,돈,Dinero,돈
A281,18,word,Narrador,나무를 흔들어요,Sacudo el árbol,나무를 흔들어요
A282,18,word,Narrador,물고기를 잡았어요,Atrapé un pez,물고기를 잡았어요
A283,18,word,Narrador,재료를 모아야 해요,Tengo que reunir materiales,재료를 모아야 해요
A284,18,word,Narrador,도구를 만들어요,Fabrico una herramienta,도구를 만들어요
A285,18,word,Narrador,낚싯대로 물고기를 잡아요,Pesco peces con una caña,낚싯대로 물고기를 잡아요
A286,18,word,Narrador,필요한 재료를 모아주세요,"Por favor, reúne los materiales necesarios",필요한 재료를 모아주세요
A287,18,word,Narrador,이걸 사용해보세요,Prueba a usar esto,이걸 사용해보세요
A288,18,word,Narrador,어디에 놓을까요?,¿Dónde lo ponemos?,어디에 놓을까요?
A289,19,word,Narrador,마음에 드는 곳을 골라주세요,Elige un lugar que te guste,마음에 드는 곳을 골라주세요
A290,19,word,Narrador,무엇을 도와드릴까요?,¿En qué puedo ayudarle?,무엇을 도와드릴까요?
A291,19,word,Narrador,이걸 어디에 둘까요?,¿Dónde ponemos esto?,이걸 어디에 둘까요?
A292,19,word,Narrador,여기에 놓아주세요,"Por favor, colóquelo aquí",여기에 놓아주세요
A293,19,word,Narrador,이 물건을 판매할게요,Voy a vender este objeto,이 물건을 판매할게요
A294,19,word,Narrador,얼마예요?,¿Cuánto cuesta?,얼마예요?
A295,19,word,Narrador,구입하시겠어요?,¿Desea comprarlo?,구입하시겠어요?
A296,19,word,Narrador,판매하시겠어요?,¿Desea venderlo?,판매하시겠어요?
A297,19,word,Narrador,이건 얼마인가요?,¿Cuánto cuesta esto?,이건 얼마인가요?
A298,19,word,Narrador,레시피를 배웠어요,Aprendí una receta,레시피를 배웠어요
A299,19,word,Narrador,새로운 레시피를 얻었어요,Conseguí una receta nueva,새로운 레시피를 얻었어요
A300,19,word,Narrador,재료가 부족해요,Faltan materiales,재료가 부족해요
A301,19,word,Narrador,주머니가 가득 찼어요,Los bolsillos están llenos,주머니가 가득 찼어요
A302,19,word,Narrador,소지품을 확인해보세요,Revisa tus pertenencias,소지품을 확인해보세요
A303,19,word,Narrador,박물관에 기부할게요,Lo donaré al museo,박물관에 기부할게요
A304,19,word,Narrador,화석을 발견했어요,Encontré un fósil,화석을 발견했어요
A305,20,word,Narrador,곤충을 잡았어요,Atrapé un insecto,곤충을 잡았어요
A306,20,word,Narrador,꽃을 심어요,Planto flores,꽃을 심어요
A307,20,word,Narrador,나무를 심어요,Planto un árbol,나무를 심어요
A308,20,word,Narrador,잡초를 뽑아요,Arranco la maleza,잡초를 뽑아요
A309,20,word,Narrador,바위를 쳐요,Golpeo la roca,바위를 쳐요
A310,20,word,Narrador,철광석이 필요해요,Necesito mineral de hierro,철광석이 필요해요
A311,20,word,Narrador,집을 꾸미고 싶어요,Quiero decorar la casa,집을 꾸미고 싶어요
A312,20,word,Narrador,가구를 배치해요,Coloco los muebles,가구를 배치해요
A313,20,word,Narrador,친구를 초대할 수 있어요,Puedes invitar a un amigo,친구를 초대할 수 있어요
A314,20,word,Narrador,주민과 대화해요,Hablo con un residente,주민과 대화해요
A315,20,word,Narrador,공항으로 가요,Voy al aeropuerto,공항으로 가요
A316,20,word,Narrador,다시 확인해주세요,"Por favor, revíselo otra vez",다시 확인해주세요
A317,20,word,Narrador,취소하시겠어요?,¿Desea cancelar?,취소하시겠어요?
A318,20,word,Narrador,저장하시겠어요?,¿Desea guardar?,저장하시겠어요?
A319,20,word,Narrador,목록에서 선택해주세요,Seleccione de la lista,목록에서 선택해주세요
A320,20,word,Narrador,주문을 확인해주세요,"Por favor, confirme el pedido",주문을 확인해주세요
