id,type,speaker_or_blank,text,translation_or_blank,text_tts,lesson,section,pause_after_ms,repeat_count,repeat_style,is_key_phrase,playback_speed_hint
PODB030305,podcast,Saul,네,palabra importante según el contexto,[slowly] 네,31,word_repeat,1500,1,slow,true,slow
PODB030306,podcast,Profesor,네 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 네 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030307,podcast,Saul,어제까지,palabra importante según el contexto,[slowly] 어제까지,31,word_repeat,1500,1,slow,true,slow
PODB030308,podcast,Profesor,어제까지 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 어제까지 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030309,podcast,Saul,는,partícula,[slowly] 는,31,word_repeat,1000,1,slow,true,slow
PODB030310,podcast,Profesor,는 es una partícula de tema. Marca de qué estamos hablando.,,[teacherly] 는 es una partícula de tema. Marca de qué estamos hablando.,31,explanation,700,1,normal,false,normal
PODB030311,podcast,Saul,그곳,palabra importante según el contexto,[slowly] 그곳,31,word_repeat,1500,1,slow,true,slow
PODB030312,podcast,Profesor,그곳 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 그곳 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030313,podcast,Saul,이,partícula,[slowly] 이,31,word_repeat,1000,1,slow,true,slow
PODB030314,podcast,Profesor,이 es una partícula de sujeto. Marca quién o qué realiza o tiene la idea principal.,,[teacherly] 이 es una partícula de sujeto. Marca quién o qué realiza o tiene la idea principal.,31,explanation,700,1,normal,false,normal
PODB030315,podcast,Saul,전부인,palabra importante según el contexto,[slowly] 전부인,31,word_repeat,1500,1,slow,true,slow
PODB030316,podcast,Profesor,전부인 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 전부인 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030317,podcast,Saul,줄,palabra importante según el contexto,[slowly] 줄,31,word_repeat,1500,1,slow,true,slow
PODB030318,podcast,Profesor,줄 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 줄 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030319,podcast,Saul,알았어요,palabra importante según el contexto,[slowly] 알았어요,31,word_repeat,1500,1,slow,true,slow
PODB030320,podcast,Profesor,알았어요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 알았어요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030321,podcast,Profesor,"Las partículas importantes aquí son 는, 이. En coreano, las partículas muestran la función de cada palabra.",,"[teacherly] Las partículas importantes aquí son 는, 이. En coreano, las partículas muestran la función de cada palabra.",31,grammar,800,1,normal,false,normal
PODB030322,podcast,Profesor,Ahora escucha la frase completa lentamente.,,[teacherly] Ahora escucha la frase completa lentamente.,31,phrase_repeat,500,1,normal,false,normal
PODB030323,podcast,Saul,네. 어제까지는 그곳이 전부인 줄 알았어요.,Sí. Hasta ayer pensaba que ese lugar era todo.,[slowly] 네. 어제까지는 그곳이 전부인 줄 알았어요.,31,phrase_repeat,2500,1,slow,true,slow
PODB030324,podcast,Saul,네. 어제까지는 그곳이 전부인 줄 알았어요.,Sí. Hasta ayer pensaba que ese lugar era todo.,[natural] 네. 어제까지는 그곳이 전부인 줄 알았어요.,31,phrase_repeat,1000,1,natural,true,normal
PODB030325,podcast,Profesor,"La frase importante es 처음에는 누구나 그렇게 생각해요.. Significa “Al principio todos piensan así.”. Suena natural dentro del contexto. Se usa para expresar esta idea de forma natural en la situación de la lección. Literalmente sería algo como: “palabra importante según el contexto, partícula, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto”. Palabras y bloques importantes: 처음에 = palabra importante según el contexto; 는 es partícula; 누구나 = palabra importante según el contexto; 그렇게 = palabra importante según el contexto; 생각해요 = palabra importante según el contexto. Las partículas importantes aquí son 는. En coreano, las partículas muestran la función de cada palabra.",Al principio todos piensan así.,"[teacherly] La frase importante es 처음에는 누구나 그렇게 생각해요.. Significa “Al principio todos piensan así.”. Suena natural dentro del contexto. Se usa para expresar esta idea de forma natural en la situación de la lección. Literalmente sería algo como: “palabra importante según el contexto, partícula, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto”. Palabras y bloques importantes: 처음에 = palabra importante según el contexto; 는 es partícula; 누구나 = palabra importante según el contexto; 그렇게 = palabra importante según el contexto; 생각해요 = palabra importante según el contexto. Las partículas importantes aquí son 는. En coreano, las partículas muestran la función de cada palabra.",31,explanation,500,1,normal,true,normal
PODB030326,podcast,Profesor,Primero vamos palabra por palabra.,,[teacherly] Primero vamos palabra por palabra.,31,breakdown,500,1,normal,false,normal
PODB030327,podcast,Aru,처음에,palabra importante según el contexto,[slowly] 처음에,31,word_repeat,1500,1,slow,true,slow
PODB030328,podcast,Profesor,처음에 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 처음에 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030329,podcast,Aru,는,partícula,[slowly] 는,31,word_repeat,1000,1,slow,true,slow
PODB030330,podcast,Profesor,는 es una partícula de tema. Marca de qué estamos hablando.,,[teacherly] 는 es una partícula de tema. Marca de qué estamos hablando.,31,explanation,700,1,normal,false,normal
PODB030331,podcast,Aru,누구나,palabra importante según el contexto,[slowly] 누구나,31,word_repeat,1500,1,slow,true,slow
PODB030332,podcast,Profesor,누구나 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 누구나 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030333,podcast,Aru,그렇게,palabra importante según el contexto,[slowly] 그렇게,31,word_repeat,1500,1,slow,true,slow
PODB030334,podcast,Profesor,그렇게 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 그렇게 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030335,podcast,Aru,생각해요,palabra importante según el contexto,[slowly] 생각해요,31,word_repeat,1500,1,slow,true,slow
PODB030336,podcast,Profesor,생각해요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 생각해요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030337,podcast,Profesor,"Las partículas importantes aquí son 는. En coreano, las partículas muestran la función de cada palabra.",,"[teacherly] Las partículas importantes aquí son 는. En coreano, las partículas muestran la función de cada palabra.",31,grammar,800,1,normal,false,normal
PODB030338,podcast,Profesor,Ahora escucha la frase completa lentamente.,,[teacherly] Ahora escucha la frase completa lentamente.,31,phrase_repeat,500,1,normal,false,normal
PODB030339,podcast,Aru,처음에는 누구나 그렇게 생각해요.,Al principio todos piensan así.,[slowly] 처음에는 누구나 그렇게 생각해요.,31,phrase_repeat,2500,1,slow,true,slow
PODB030340,podcast,Aru,처음에는 누구나 그렇게 생각해요.,Al principio todos piensan así.,[natural] 처음에는 누구나 그렇게 생각해요.,31,phrase_repeat,1000,1,natural,true,normal
PODB030341,podcast,Profesor,"La frase importante es 하지만 길을 따라가면 새로운 곳이 계속 나와요.. Significa “Pero si sigues el camino, aparecen lugares nuevos una y otra vez.”. Suena natural dentro del contexto. Se usa para expresar esta idea de forma natural en la situación de la lección. Literalmente sería algo como: “palabra importante según el contexto, solo, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto”. Palabras y bloques importantes: 하지 = palabra importante según el contexto; 만 es partícula; 길을 = palabra importante según el contexto; 따라가면 = palabra importante según el contexto; 새로운 = palabra importante según el contexto; 곳이 = palabra importante según el contexto; 계속 = palabra importante según el contexto; 나와요 = palabra importante según el contexto. Las partículas importantes aquí son 만. En coreano, las partículas muestran la función de cada palabra.","Pero si sigues el camino, aparecen lugares nuevos una y otra vez.","[teacherly] La frase importante es 하지만 길을 따라가면 새로운 곳이 계속 나와요.. Significa “Pero si sigues el camino, aparecen lugares nuevos una y otra vez.”. Suena natural dentro del contexto. Se usa para expresar esta idea de forma natural en la situación de la lección. Literalmente sería algo como: “palabra importante según el contexto, solo, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto”. Palabras y bloques importantes: 하지 = palabra importante según el contexto; 만 es partícula; 길을 = palabra importante según el contexto; 따라가면 = palabra importante según el contexto; 새로운 = palabra importante según el contexto; 곳이 = palabra importante según el contexto; 계속 = palabra importante según el contexto; 나와요 = palabra importante según el contexto. Las partículas importantes aquí son 만. En coreano, las partículas muestran la función de cada palabra.",31,explanation,500,1,normal,true,normal
PODB030342,podcast,Profesor,Primero vamos palabra por palabra.,,[teacherly] Primero vamos palabra por palabra.,31,breakdown,500,1,normal,false,normal
PODB030343,podcast,Joon,하지,palabra importante según el contexto,[slowly] 하지,31,word_repeat,1500,1,slow,true,slow
PODB030344,podcast,Profesor,하지 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 하지 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030345,podcast,Joon,만,solo,[slowly] 만,31,word_repeat,1000,1,slow,true,slow
PODB030346,podcast,Profesor,만 significa “solo” o “solamente”.,,[teacherly] 만 significa “solo” o “solamente”.,31,explanation,700,1,normal,false,normal
PODB030347,podcast,Joon,길을,palabra importante según el contexto,[slowly] 길을,31,word_repeat,1500,1,slow,true,slow
PODB030348,podcast,Profesor,길을 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 길을 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030349,podcast,Joon,따라가면,palabra importante según el contexto,[slowly] 따라가면,31,word_repeat,1500,1,slow,true,slow
PODB030350,podcast,Profesor,따라가면 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 따라가면 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030351,podcast,Joon,새로운,palabra importante según el contexto,[slowly] 새로운,31,word_repeat,1500,1,slow,true,slow
PODB030352,podcast,Profesor,새로운 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 새로운 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030353,podcast,Joon,곳이,palabra importante según el contexto,[slowly] 곳이,31,word_repeat,1500,1,slow,true,slow
PODB030354,podcast,Profesor,곳이 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 곳이 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030355,podcast,Joon,계속,palabra importante según el contexto,[slowly] 계속,31,word_repeat,1500,1,slow,true,slow
PODB030356,podcast,Profesor,계속 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 계속 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030357,podcast,Joon,나와요,palabra importante según el contexto,[slowly] 나와요,31,word_repeat,1500,1,slow,true,slow
PODB030358,podcast,Profesor,나와요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 나와요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,31,explanation,700,1,normal,false,normal
PODB030359,podcast,Profesor,"Las partículas importantes aquí son 만. En coreano, las partículas muestran la función de cada palabra.",,"[teacherly] Las partículas importantes aquí son 만. En coreano, las partículas muestran la función de cada palabra.",31,grammar,800,1,normal,false,normal
PODB030360,podcast,Profesor,Ahora escucha la frase completa lentamente.,,[teacherly] Ahora escucha la frase completa lentamente.,31,phrase_repeat,500,1,normal,false,normal
PODB030361,podcast,Joon,하지만 길을 따라가면 새로운 곳이 계속 나와요.,"Pero si sigues el camino, aparecen lugares nuevos una y otra vez.",[slowly] 하지만 길을 따라가면 새로운 곳이 계속 나와요.,31,phrase_repeat,2500,1,slow,true,slow
PODB030362,podcast,Joon,하지만 길을 따라가면 새로운 곳이 계속 나와요.,"Pero si sigues el camino, aparecen lugares nuevos una y otra vez.",[natural] 하지만 길을 따라가면 새로운 곳이 계속 나와요.,31,phrase_repeat,1000,1,natural,true,normal
PODB030363,podcast,Profesor,Repaso final: escucha otra vez las frases clave e intenta repetirlas sin mirar el texto.,,[teacherly] Repaso final: escucha otra vez las frases clave e intenta repetirlas sin mirar el texto.,31,review,0,1,normal,false,normal
PODB030364,podcast,Profesor,Buen trabajo. Esta lección ya está lista para escuchar de nuevo en modo repaso.,,[teacherly] Buen trabajo. Esta lección ya está lista para escuchar de nuevo en modo repaso.,31,outro,0,1,normal,false,normal
PODB030365,podcast,Profesor,Hoy vamos a escuchar y entender la Lección 32.,,[teacherly] Hoy vamos a escuchar y entender la Lección 32.,32,intro,0,1,normal,false,normal
PODB030366,podcast,Profesor,Primero escucha la escena completa.,,[teacherly] Primero escucha la escena completa.,32,intro,0,1,normal,false,normal
PODB030367,podcast,Aru,저기 강이 보여요. 저 강을 건너야 해요.,Se ve un río allí. Tenemos que cruzar ese río.,[calm narrator] 저기 강이 보여요. 저 강을 건너야 해요.,32,scene,0,1,normal,false,normal
PODB030368,podcast,Saul,강이 생각보다 커요. 어떻게 건너요?,El río es más grande de lo que pensaba. ¿Cómo cruzamos?,[calm narrator] 강이 생각보다 커요. 어떻게 건너요?,32,scene,0,1,normal,false,normal
PODB030369,podcast,Joon,조금 더 가면 다리가 있어요. 거기에서 건너면 돼요.,"Si vamos un poco más, hay un puente. Podemos cruzar por allí.",[calm narrator] 조금 더 가면 다리가 있어요. 거기에서 건너면 돼요.,32,scene,0,1,normal,false,normal
PODB030370,podcast,Hana,비가 많이 오면 다리가 미끄러워져요.,"Si llueve mucho, el puente se vuelve resbaloso.",[calm narrator] 비가 많이 오면 다리가 미끄러워져요.,32,scene,0,1,normal,false,normal
PODB030371,podcast,Saul,그럼 오늘은 괜찮아요?,"Entonces, ¿hoy está bien?",[calm narrator] 그럼 오늘은 괜찮아요?,32,scene,0,1,normal,false,normal
PODB030372,podcast,Aru,네. 오늘은 날씨가 좋아서 문제없을 거예요.,"Sí. Como hoy hace buen clima, no habrá problema.",[calm narrator] 네. 오늘은 날씨가 좋아서 문제없을 거예요.,32,scene,0,1,normal,false,normal
PODB030373,podcast,Narrador,강,río,[calm narrator] 강,32,scene,0,1,normal,false,normal
PODB030374,podcast,Narrador,건너다,cruzar,[calm narrator] 건너다,32,scene,0,1,normal,false,normal
PODB030375,podcast,Narrador,다리,puente,[calm narrator] 다리,32,scene,0,1,normal,false,normal
PODB030376,podcast,Narrador,비,lluvia,[calm narrator] 비,32,scene,0,1,normal,false,normal
PODB030377,podcast,Narrador,날씨,clima,[calm narrator] 날씨,32,scene,0,1,normal,false,normal
PODB030378,podcast,Narrador,문제없어요,no hay problema,[calm narrator] 문제없어요,32,scene,0,1,normal,false,normal
PODB030379,podcast,Profesor,"En la lección 32, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",,"[teacherly] En la lección 32, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",32,explanation,0,1,normal,false,normal
PODB030380,podcast,Profesor,"La frase importante es 저기 강이 보여요. 저 강을 건너야 해요.. Significa “Se ve un río allí. Tenemos que cruzar ese río.”. Suena natural dentro del contexto. Se usa para expresar esta idea de forma natural en la situación de la lección. Literalmente sería algo como: “allá, ahí lejos, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto”. Palabras y bloques importantes: 저기 = allá, ahí lejos; 강이 = palabra importante según el contexto; 보여요 = palabra importante según el contexto; 저 = palabra importante según el contexto; 강을 = palabra importante según el contexto; 건너야 = palabra importante según el contexto; 해요 = palabra importante según el contexto.",Se ve un río allí. Tenemos que cruzar ese río.,"[teacherly] La frase importante es 저기 강이 보여요. 저 강을 건너야 해요.. Significa “Se ve un río allí. Tenemos que cruzar ese río.”. Suena natural dentro del contexto. Se usa para expresar esta idea de forma natural en la situación de la lección. Literalmente sería algo como: “allá, ahí lejos, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto”. Palabras y bloques importantes: 저기 = allá, ahí lejos; 강이 = palabra importante según el contexto; 보여요 = palabra importante según el contexto; 저 = palabra importante según el contexto; 강을 = palabra importante según el contexto; 건너야 = palabra importante según el contexto; 해요 = palabra importante según el contexto.",32,explanation,500,1,normal,true,normal
PODB030381,podcast,Profesor,Primero vamos palabra por palabra.,,[teacherly] Primero vamos palabra por palabra.,32,breakdown,500,1,normal,false,normal
PODB030382,podcast,Aru,저기,"allá, ahí lejos",[slowly] 저기,32,word_repeat,1500,1,slow,true,slow
PODB030383,podcast,Profesor,"저기 significa “allá, ahí lejos”.",,"[teacherly] 저기 significa “allá, ahí lejos”.",32,explanation,700,1,normal,false,normal
PODB030384,podcast,Aru,강이,palabra importante según el contexto,[slowly] 강이,32,word_repeat,1500,1,slow,true,slow
PODB030385,podcast,Profesor,강이 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 강이 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030386,podcast,Aru,보여요,palabra importante según el contexto,[slowly] 보여요,32,word_repeat,1500,1,slow,true,slow
PODB030387,podcast,Profesor,보여요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 보여요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030388,podcast,Aru,저,palabra importante según el contexto,[slowly] 저,32,word_repeat,1500,1,slow,true,slow
PODB030389,podcast,Profesor,저 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 저 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030390,podcast,Aru,강을,palabra importante según el contexto,[slowly] 강을,32,word_repeat,1500,1,slow,true,slow
PODB030391,podcast,Profesor,강을 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 강을 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030392,podcast,Aru,건너야,palabra importante según el contexto,[slowly] 건너야,32,word_repeat,1500,1,slow,true,slow
PODB030393,podcast,Profesor,건너야 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 건너야 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030394,podcast,Aru,해요,palabra importante según el contexto,[slowly] 해요,32,word_repeat,1500,1,slow,true,slow
PODB030395,podcast,Profesor,해요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 해요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030396,podcast,Profesor,Ahora escucha la frase completa lentamente.,,[teacherly] Ahora escucha la frase completa lentamente.,32,phrase_repeat,500,1,normal,false,normal
PODB030397,podcast,Aru,저기 강이 보여요. 저 강을 건너야 해요.,Se ve un río allí. Tenemos que cruzar ese río.,[slowly] 저기 강이 보여요. 저 강을 건너야 해요.,32,phrase_repeat,2500,1,slow,true,slow
PODB030398,podcast,Aru,저기 강이 보여요. 저 강을 건너야 해요.,Se ve un río allí. Tenemos que cruzar ese río.,[natural] 저기 강이 보여요. 저 강을 건너야 해요.,32,phrase_repeat,1000,1,natural,true,normal
PODB030399,podcast,Profesor,"La frase importante es 강이 생각보다 커요. 어떻게 건너요?. Significa “El río es más grande de lo que pensaba. ¿Cómo cruzamos?”. Suena como pregunta natural. Se usa para expresar esta idea de forma natural en la situación de la lección. Literalmente sería algo como: “palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto”. Palabras y bloques importantes: 강이 = palabra importante según el contexto; 생각보다 = palabra importante según el contexto; 커요 = palabra importante según el contexto; 어떻게 = palabra importante según el contexto; 건너요 = palabra importante según el contexto.",El río es más grande de lo que pensaba. ¿Cómo cruzamos?,"[teacherly] La frase importante es 강이 생각보다 커요. 어떻게 건너요?. Significa “El río es más grande de lo que pensaba. ¿Cómo cruzamos?”. Suena como pregunta natural. Se usa para expresar esta idea de forma natural en la situación de la lección. Literalmente sería algo como: “palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto”. Palabras y bloques importantes: 강이 = palabra importante según el contexto; 생각보다 = palabra importante según el contexto; 커요 = palabra importante según el contexto; 어떻게 = palabra importante según el contexto; 건너요 = palabra importante según el contexto.",32,explanation,500,1,normal,true,normal
PODB030400,podcast,Profesor,Primero vamos palabra por palabra.,,[teacherly] Primero vamos palabra por palabra.,32,breakdown,500,1,normal,false,normal
PODB030401,podcast,Saul,강이,palabra importante según el contexto,[slowly] 강이,32,word_repeat,1500,1,slow,true,slow
PODB030402,podcast,Profesor,강이 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 강이 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030403,podcast,Saul,생각보다,palabra importante según el contexto,[slowly] 생각보다,32,word_repeat,1500,1,slow,true,slow
PODB030404,podcast,Profesor,생각보다 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 생각보다 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030405,podcast,Saul,커요,palabra importante según el contexto,[slowly] 커요,32,word_repeat,1500,1,slow,true,slow
PODB030406,podcast,Profesor,커요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 커요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030407,podcast,Saul,어떻게,palabra importante según el contexto,[slowly] 어떻게,32,word_repeat,1500,1,slow,true,slow
PODB030408,podcast,Profesor,어떻게 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 어떻게 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030409,podcast,Saul,건너요,palabra importante según el contexto,[slowly] 건너요,32,word_repeat,1500,1,slow,true,slow
PODB030410,podcast,Profesor,건너요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 건너요 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030411,podcast,Profesor,Ahora escucha la frase completa lentamente.,,[teacherly] Ahora escucha la frase completa lentamente.,32,phrase_repeat,500,1,normal,false,normal
PODB030412,podcast,Saul,강이 생각보다 커요. 어떻게 건너요?,El río es más grande de lo que pensaba. ¿Cómo cruzamos?,[slowly] 강이 생각보다 커요. 어떻게 건너요?,32,phrase_repeat,2500,1,slow,true,slow
PODB030413,podcast,Saul,강이 생각보다 커요. 어떻게 건너요?,El río es más grande de lo que pensaba. ¿Cómo cruzamos?,[natural] 강이 생각보다 커요. 어떻게 건너요?,32,phrase_repeat,1000,1,natural,true,normal
PODB030414,podcast,Profesor,"La frase importante es 조금 더 가면 다리가 있어요. 거기에서 건너면 돼요.. Significa “Si vamos un poco más, hay un puente. Podemos cruzar por allí.”. Suena natural dentro del contexto. Se usa para decir que algo o alguien existe, está presente o está en cierto lugar. Literalmente sería algo como: “palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, partícula, hay, existe, está, ahí, partícula, palabra importante según el contexto, palabra importante según el contexto”. Palabras y bloques importantes: 조금 = palabra importante según el contexto; 더 = palabra importante según el contexto; 가면 = palabra importante según el contexto; 다리 = palabra importante según el contexto; 가 es partícula; 있어요 = hay, existe, está; 거기 = ahí; 에서 es partícula; 건너면 = palabra importante según el contexto; 돼요 = palabra importante según el contexto. Las partículas importantes aquí son 가, 에서. En coreano, las partículas muestran la función de cada palabra. 있어요 puede significar “hay”, “existe” o “está”, dependiendo del contexto.","Si vamos un poco más, hay un puente. Podemos cruzar por allí.","[teacherly] La frase importante es 조금 더 가면 다리가 있어요. 거기에서 건너면 돼요.. Significa “Si vamos un poco más, hay un puente. Podemos cruzar por allí.”. Suena natural dentro del contexto. Se usa para decir que algo o alguien existe, está presente o está en cierto lugar. Literalmente sería algo como: “palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, palabra importante según el contexto, partícula, hay, existe, está, ahí, partícula, palabra importante según el contexto, palabra importante según el contexto”. Palabras y bloques importantes: 조금 = palabra importante según el contexto; 더 = palabra importante según el contexto; 가면 = palabra importante según el contexto; 다리 = palabra importante según el contexto; 가 es partícula; 있어요 = hay, existe, está; 거기 = ahí; 에서 es partícula; 건너면 = palabra importante según el contexto; 돼요 = palabra importante según el contexto. Las partículas importantes aquí son 가, 에서. En coreano, las partículas muestran la función de cada palabra. 있어요 puede significar “hay”, “existe” o “está”, dependiendo del contexto.",32,explanation,500,1,normal,true,normal
PODB030415,podcast,Profesor,Primero vamos palabra por palabra.,,[teacherly] Primero vamos palabra por palabra.,32,breakdown,500,1,normal,false,normal
PODB030416,podcast,Joon,조금,palabra importante según el contexto,[slowly] 조금,32,word_repeat,1500,1,slow,true,slow
PODB030417,podcast,Profesor,조금 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 조금 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030418,podcast,Joon,더,palabra importante según el contexto,[slowly] 더,32,word_repeat,1500,1,slow,true,slow
PODB030419,podcast,Profesor,더 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 더 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030420,podcast,Joon,가면,palabra importante según el contexto,[slowly] 가면,32,word_repeat,1500,1,slow,true,slow
PODB030421,podcast,Profesor,가면 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 가면 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030422,podcast,Joon,다리,palabra importante según el contexto,[slowly] 다리,32,word_repeat,1500,1,slow,true,slow
PODB030423,podcast,Profesor,다리 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,,[teacherly] 다리 es un bloque importante de la frase. Revisa su sentido dentro del contexto.,32,explanation,700,1,normal,false,normal
PODB030424,podcast,Joon,가,partícula,[slowly] 가,32,word_repeat,1000,1,slow,true,slow
PODB030425,podcast,Profesor,가 es una partícula de sujeto. Marca quién o qué realiza o tiene la idea principal.,,[teacherly] 가 es una partícula de sujeto. Marca quién o qué realiza o tiene la idea principal.,32,explanation,700,1,normal,false,normal
PODB030426,podcast,Joon,있어요,"hay, existe, está",[slowly] 있어요,32,word_repeat,1500,1,slow,true,slow
PODB030427,podcast,Profesor,"있어요 significa “hay, existe, está”.",,"[teacherly] 있어요 significa “hay, existe, está”.",32,explanation,700,1,normal,false,normal
PODB030428,podcast,Joon,거기,ahí,[slowly] 거기,32,word_repeat,1500,1,slow,true,slow
PODB030429,podcast,Profesor,거기 significa “ahí”.,,[teacherly] 거기 significa “ahí”.,32,explanation,700,1,normal,false,normal
PODB030430,podcast,Joon,에서,partícula,[slowly] 에서,32,word_repeat,1000,1,slow,true,slow
